"filename","title","description","type"
"help/implementation-playbook/best-practices/development/exception-handling.md","Exception handling best practices","Learn the recommended methods for logging exceptions when developing Adobe Commerce projects.",""
"help/implementation-playbook/best-practices/development/git-branching.md","Git branching best practices","Learn about different branching strategies for source code management.",""
"help/implementation-playbook/best-practices/development/catalog-image-resizing.md","Catalog image resizing best practices","Learn how to prevent performance degradation before a production launch of your Adobe Commerce site.",""
"help/implementation-playbook/best-practices/development/image-optimization.md","Optimize images for a more responsive site","Learn the steps to optimize images and use Fastly image optimization to optimize response time on your Adobe Commerce sites.",""
"help/implementation-playbook/best-practices/development/troubleshooting.md","Troubleshooting best practices","Learn how to troubleshoot Adobe Commerce implementation issues.",""
"help/implementation-playbook/best-practices/development/optimize-css-js-files.md","Optimize CSS and JS resource files","Learn how to merge and minify CSS and JavaScript (JS) files for Adobe Commerce projects from the Admin or from the command line.",""
"help/implementation-playbook/best-practices/development/private-content-block-configuration.md","Best practices for private content blocks","Learn best practices for configuring private content blocks to optimize storefront performance.",""
"help/implementation-playbook/best-practices/development/static-content-deployment.md","Static content deployment best practices","Learn how to avoid issues with static content not appearing on your Adobe Commerce storefront.",""
"help/implementation-playbook/best-practices/development/modifying-core-and-third-party-tables.md","Best practices for modifying database tables","Learn how and when to modify Adobe Commerce and third-party database tables.",""
"help/implementation-playbook/best-practices/development/modifying-core-and-third-party-code.md","Best practices for modifying core and third-party PHP code","Learn how and when to modify core Adobe Commerce and third-party PHP code.",""
"help/implementation-playbook/best-practices/launch/overview.md","Implementation launch phase","Learn about implementation best practices for the launch phase of Adobe Commerce projects.",""
"help/implementation-playbook/best-practices/launch/robots-txt.md","Best practices for configuring web crawlers","Learn how to pass instructions about your Adobe Commerce site to web crawlers using `robots.txt` and `sitemap.xml` files.",""
"help/implementation-playbook/best-practices/launch/security-best-practices.md","Secure your Commerce site and infrastructure","Maintain security by implementing security best practices when setting up, configuring, and updating Adobe Commerce installations.",""
"help/implementation-playbook/best-practices/maintenance/overview.md","Implementation maintenance phase","Learn about implementation best practices for the maintenance phase of Adobe Commerce projects.",""
"help/implementation-playbook/best-practices/maintenance/post-launch.md","Post-launch support and maintenance","Ensure optimal performance and security of your Adobe Commerce store with our comprehensive post-launch support and maintenance best practices.",""
"help/implementation-playbook/best-practices/maintenance/frontend-performance.md","Audit frontend performance","Identify and address issues that negatively impact site performance by using web performance tools to audit Adobe Commerce storefront operations.",""
"help/implementation-playbook/best-practices/maintenance/backend-performance.md","Optimize backend performance","Learn about optimizing the backend performance of Adobe Commerce sites.",""
"help/implementation-playbook/best-practices/maintenance/indexer-configuration.md","Configuration best practices for indexers","Maintain and optimize site performance by following best practices for indexer configuration.",""
"help/implementation-playbook/best-practices/maintenance/patching-at-scale.md","Best practices for distributing patches at scale","Learn how centralized patching for Adobe Commerce can help you manage enterprise projects.",""
"help/implementation-playbook/best-practices/maintenance/order-processing-configuration.md","Configuration best practices for order processing","Learn configuration best practices to improve checkout and order processing performance.",""
"help/implementation-playbook/best-practices/maintenance/resolve-database-performance-issues.md","Best practices to resolve database performance issues","Learn how to fix database issues that slow performance on Adobe Commerce sites deployed on cloud infrastructure.",""
"help/implementation-playbook/best-practices/maintenance/respond-to-security-incident.md","Respond to a security incident","Handle security incidents by following best practices to respond to and remediate security issues that affect site availability and performance.",""
"help/implementation-playbook/best-practices/maintenance/scheduling-admin-updates-in-production.md","Scheduling Admin updates on production sites","Learn best practices for scheduling critical updates to Adobe Commerce to prevent slow performance and outages.",""
"help/implementation-playbook/best-practices/maintenance/update-services.md","Update services best practices","Learn how to keep your Adobe Commerce on cloud infrastructure technology stack updated.",""
"help/implementation-playbook/best-practices/maintenance/upgrade-checklist.md","Upgrade checklist best practices","Learn how to create and use an upgrade checklist to plan your Adobe Commerce upgrade strategy.",""
"help/implementation-playbook/best-practices/maintenance/mariadb-upgrade.md","Adobe Commerce upgrade prerequisites for MariaDB","Learn how to prepare your Adobe Commerce database to upgrade MariaDB from a previous version.",""
"help/implementation-playbook/glossary.md","Glossary","Terms and definitions in Adobe Commerce",""
