filename,title,description,type
./help/tools/managed-alerts-for-adobe-commerce/managed-alerts-for-magento-commerce-disk-warning-alert.md,'Managed alerts for Adobe Commerce: Disk warning alert',This article provides troubleshooting steps when you receive a warning disk alert for Adobe Commerce in [!DNL New Relic]. Immediate action is required to remedy the issue.,
./help/tools/managed-alerts-for-adobe-commerce/managed-alerts-for-magento-commerce.md,Managed alerts for Adobe Commerce,"If you are an Adobe Commerce on cloud infrastructure Pro plan architecture customer, you can use managed alerts to understand the health of your site. If you are an Adobe Commerce on cloud infrastructure Starter plan architecture customer, you will only receive alerts for the [!DNL Apdex] and error rate conditions.",
./help/tools/managed-alerts-for-adobe-commerce/managed-alerts-for-magento-commerce-disk-critical-alert.md,'Managed alerts for Adobe Commerce: Disk critical alert',This article provides troubleshooting steps when you receive a critical disk alert for Adobe Commerce in [!DNL New Relic]. Immediate action is required to remedy the issue.,
./help/tools/managed-alerts-for-adobe-commerce/managed-alerts-on-magento-commerce-redis-memory-warning-alert.md,'Managed alerts on Adobe Commerce: [!DNL Redis] memory warning alert',This article provides troubleshooting steps for when you receive a [!DNL Redis] warning alert for Adobe Commerce in [!DNL New Relic]. Immediate action is required.,
./help/tools/managed-alerts-for-adobe-commerce/managed-alerts-for-magento-commerce-memory-warning-alert.md,'Managed alerts for Adobe Commerce: Memory warning alert',This article provides troubleshooting steps for when you receive a memory warning alert for Adobe Commerce in [!DNL New Relic]. Immediate action is required to remedy the issue.,
./help/tools/managed-alerts-for-adobe-commerce/managed-alerts-on-magento-commerce-cpu-critical-alert.md,'Managed alerts on Adobe Commerce: CPU critical alert',This article provides troubleshooting steps when you receive a CPU critical alert for Adobe Commerce in [!DNL New Relic]. Immediate action is required to remedy the issue.,
./help/tools/managed-alerts-for-adobe-commerce/managed-alerts-on-magento-commerce-memory-critical-alert.md,'Managed alerts on Adobe Commerce: Memory critical alert',This article provides troubleshooting steps when you receive a memory critical alert for Adobe Commerce in [!DNL New Relic]. Immediate action is required to remedy the issue.,
./help/tools/managed-alerts-for-adobe-commerce/managed-alerts-for-magento-commerce-apdex-critical-alert.md,'Managed alerts for Adobe Commerce: [!DNL Apdex] critical alert',This article provides troubleshooting steps when you receive an [!DNL Apdex] critical alert for Adobe Commerce in [!DNL New Relic]. The [!DNL Apdex] score measures users' satisfaction to the response time of web applications and services. Immediate action is required to remedy the issue.,
./help/tools/managed-alerts-for-adobe-commerce/managed-alerts-on-magento-commerce-mariadb-alerts.md,'Managed alerts on Adobe Commerce: MariaDB alerts',This article provides troubleshooting steps when you receive MariaDB alerts for Adobe Commerce in [!DNL New Relic]. The MariaDB alerts monitor high query load as well as excessive Data Manipulation Language (DML) queries. Both can lead to a degraded user experience or even downtime. You can receive two kinds of alerts.,
./help/tools/managed-alerts-for-adobe-commerce/managed-alerts-for-magento-commerce-apdex-warning-alert.md,'Managed alerts for Adobe Commerce: [!DNL Apdex] warning alert',This article provides troubleshooting steps for when you receive an [!DNL Apdex] warning alert for Adobe Commerce in [!DNL New Relic]. The [!DNL Apdex] score measures users' satisfaction to the response time of web applications and services. Immediate action is required to remedy the issue.,
./help/tools/managed-alerts-for-adobe-commerce/managed-alerts-for-magento-commerce-cpu-warning-alert.md,'Managed alerts for Adobe Commerce: CPU warning alert',This article provides troubleshooting steps when you receive a CPU warning alert for Adobe Commerce in [!DNL New Relic]. Immediate action is required to remedy the issue.,
./help/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches.md,'[!DNL Quality Patches Tool]: A self-service tool for quality patches',"'[!DNL Quality Patches Tool] allows you to apply, revert, and view general information about quality patches available for your installed version of Adobe Commerce (both on-premises and on cloud infrastructure) or Magento Open Source.'",
help/tools/quality-patches-tool/usage.md,Usage,Learn how to use the [!DNL Quality Patches Tool].,Troubleshooting
help/tools/quality-patches-tool/release-notes.md,Release notes,Learn about the patches available for Adobe Commerce and the issues they resolve.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/patches-available-in-qpt-tool-overview.md,Patches available in QPT tool overview,This article provides an overview of [!DNL Quality Patches Tool] (QPT) and links to resources explaining how to use it.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-0/overview.md,'Overview: [!DNL Quality Patches Tool] (QPT) v1.1.0',This sub-section provides a detailed description of the issues fixed by the patches available in [!DNL Quality Patches Tool] (QPT) v1.1.0.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-0/mdva-37592-sorting-by-price-does-not-work-correctly.md,'MDVA-37592: Sorting by price not working for products with price zero',The MDVA-37592 Adobe Commerce patch solves the issue where sorting by price does not work correctly for products with  price zero assigned to a shared catalog. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.0 is installed. The patch ID is MDVA-37592. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-0/mdva-38799-downloadable-products-were-not-saved-after-creating-a-staging-update.md,'MDVA-38799: Downloadable products not saved after creating a staging update',The MDVA-38799 patch solves the issue where downloadable products are not saved after creating a staging update. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.0 is installed. The patch ID is MDVA-38799. Please note that the issue was fixed in Adobe Commerce version 2.4.3.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-0/mdva-38827-customers-receive-an-order-shipment-email-containing-an-error-message.md,'MDVA-38827: Customers receive order shipment error via email',"""The MDVA-38827 patch fixes the issue where customers receive an order shipment email containing the following error message: *We're sorry, an error has occurred while generating this content*. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.0 is installed. The patch ID is MDVA-38827. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.""",Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-1/overview.md,'Overview: [!DNL Quality Patches Tool] (QPT) v1.1.1',This sub-section provides a detailed description of the issues fixed by the patches available in [!DNL Quality Patches Tool] (QPT) v1.1.1.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-1/mdva-34948-slow-site-and-operations.md,'MDVA-34948: Slowing of website',The MDVA-34948 Adobe Commerce patch fixes the issue of slowing of the website. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.1 is installed. The patch ID is MDVA-34948. Please note that the issue was fixed in Adobe Commerce version 2.4.1.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-1/mdva-36021-call-to-a-member-function-getid-error-on-the-order-details-page.md,'MDVA-36021: Users get error message when opening order details',The MDVA-36021 patch solves the issue where users get *Call to a member function getId()* error message when trying to open order details. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.1 is installed. The patch ID is MDVA-36021. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-1/mdva-37897-incorrect-redirect-when-customers-try-to-add-products.md,'MDVA-37897: Incorrect redirect when adding products from Recently Viewed',The MDVA-37897 patch solves the issue of incorrect redirect when users try to add products with options from the Recently Viewed widget. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.1 is installed. The patch ID is MDVA-37897. Please note that the issue is scheduled to be fixed in Adobe Commerce version 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-1/mdva-39305-login-issues-with-enabled-google-recaptcha.md,'MDVA-39305: Login issue with enabled Google reCAPTCHA',Apply the MDVA-39305 patch to fix the Adobe Commerce issue where registered customers are not able to log in when Google reCAPTCHA is enabled. ,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/overview.md,'Overview: [!DNL Quality Patches Tool] (QPT) v1.1.2',This sub-section provides a detailed description of the issues fixed by the patches available in [!DNL Quality Patches Tool] (QPT) v1.1.2.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-37115-unnecessary-only-0-left-notice-is-shown-on-the-configurable-product-page.md,"'MDVA-37115: ""Only 0 left"" notice is shown on product page'",The MDVA-37115 patch solves the issue where the unnecessary *Only 0 left* notice is shown on the configurable product page. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-37115. Please note that the issue was fixed in Adobe Commerce 2.4.3.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-37364-custom-customer-attribute-of-date-type-breaks-the-customer-grid-ui.md,'MDVA-37364: Custom customer attribute of date type breaks Grid UI',The MDVA-37364 patch solves the issue where the custom customer attribute of date type breaks the Customer Grid UI. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-37364. Please note that the issue is scheduled to be fixed in Adobe Commerce version 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-38447-not-visible-individually-configurable-child-products.md,"'MDVA-38447: ""Not visible individually"" configurable child products are returned in GraphQL response and slow MySQL query'","The MDVA-38447 Adobe Commerce patch fixes the issue where ""Not visible individually"" configurable child products are returned in GraphQL response and slow MySQL query for GraphQL products query with category filter. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-38447. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.",Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-38852-catalog-inventory-locks-tables-for-updates-that-significantly-decrease-performance.md,'MDVA-38852: Catalog inventory locks tables which decreases performance',The MDVA-38852 patch solves the issue where the catalog inventory locks tables for updates which significantly decreases performance when several parallel orders are placed. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-38852. Please note that the issue was fixed in Adobe Commerce 2.3.6.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-38929-invoice-with-fpt-shows-wrong-grand-total.md,'MDVA-38929: Invoice with FPT shows wrong total',The MDVA-38929 patch solves the issue where the invoice with FPT shows a wrong grand total when the order is paid with store credit. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-38929. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-39043-admin-users-with-limited-access-get-error-while-adding-products-widget-to-cms.md,'MDVA-39043: Admin users get error adding widget to CMS page',"The MDVA-39043 patch fixes the issue where admin users with limited access get an error while adding the ""Products"" widget to the CMS page. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-39043. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.",Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-39195-add-to-cart-button-is-inactive-on-the-category-page.md,'MDVA-39195: Add to Cart is inactive on Category Page',The MDVA-39195 patch solves the issue where the **Add to Cart** button is inactive on the Category Page when the redirect to cart is enabled. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-39195. Please note that the issue was fixed in Adobe Commerce 2.4.3.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-39384-unable-to-save-custom-customer-attribute-for-company-user.md,'MDVA-39384: Unable to save custom customer attribute for company user',The MDVA-39384 patch solves the issue where the custom customer attribute for a company user is not saved. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-39384. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-39521-unable-to-set-shipping-address-on-cart-via-graphql.md,'MDVA-39521: Unable to set shipping address on carts via GraphQL',The MDVA-39521 patch solves the issue where the user is unable to set shipping address on carts with an empty phone number via GraphQL. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-39521. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-39923-searching-by-sku-in-b2b-quick-order-is-case-sensitive.md,'MDVA-39923: Search by SKU in B2B quick order functionality is case-sensitive',The MDVA-39923 patch fixes the issue where customers get an error when they search the order by SKU in B2B quick order functionality with a different case than the one with which the name is saved. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-39923. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-39935-graphql-returns-configurable-child-products-disabled-at-website-level.md,"""MDVA-39935: GraphQL returns configurable child products disabled at the website level'""",The MDVA-39935 Adobe Commerce patch fixes the issue where GraphQL returns configurable child products disabled at the website level. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-39935. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-39966-unable-to-deploy-locales-other-than-en-us.md,'MDVA-39966: Unable to deploy locales other than en_US',The MDVA-39966 patch solves the issue where the user is unable to deploy locales other than en_US. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-39966. Please note that the issue was fixed in Adobe Commerce version 2.4.1.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-39986-unable-to-place-order-in-admin-using-safari-browser-in-macos.md,'MDVA-39986: Unable to place orders in admin in Safari browser on macOS',The MDVA-39986 patch fixes the issue where users are unable to place orders in the admin using the Safari browser on macOS. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-39986. Please note that the issue was fixed in Adobe Commerce 2.4.3.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-2/mdva-40134-graphql-does-not-return-related-products-when-shared-catalog-is-enabled.md,'MDVA-40134: GraphQL not returning related products when shared catalog is enabled',The MDVA-40134 patch fixes the issue where GraphQL does not return related products when the shared catalog is enabled. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.2 is installed. The patch ID is MDVA-40134. Please note that the issue was fixed in Adobe Commerce 2.4.3.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-3/overview.md,'Overview: [!DNL Quality Patches Tool] (QPT) v1.1.3',This sub-section provides a detailed description of the issues fixed by the patches available in [!DNL Quality Patches Tool] (QPT) v1.1.3.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-3/mdva-31590-unable-to-update-attributes-in-bulk-using-mysql-async-queues.md,'MDVA-31590: Unable to update attributes in bulk using MySQL async queues',The MDVA-31590 patch solves the issue where the users are unable to update attributes in bulk using MySQL async queues. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.3 is installed. The patch ID is MDVA-31590. Please note that the issue was fixed in Adobe Commerce 2.4.2.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-3/mdva-33606-users-get-error-when-saving-cms-page-assigned-to-hierarchy.md,'MDVA-33606: Users get error when saving CMS page assigned to hierarchy',The MDVA-33606 patch solves the issue where the users get *Unique constraint violation found* error when saving a CMS page assigned to hierarchy tree. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.3 is installed. The patch ID is MDVA-33606. Please note that the issue was fixed in Adobe Commerce 2.4.3.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-3/mdva-36309-product-search-by-attributes-is-slow-in-the-admin-grids.md,'MDVA-36309: Products search by attributes is slow in admin grids',The MDVA-36309 patch solves the issue where the products search by attributes is slow in the admin grids. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.3 is installed. The patch ID is MDVA-36309. Please note that the issue was fixed in Adobe Commerce 2.4.3.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-3/mdva-37234-adding-item-to-cart-multiple-times-creates-duplicate-item.md,'MDVA-37234: Adding item to cart multiple times creates duplicate line item',The MDVA-37234 patch fixes the issue where adding an item to the cart multiple times (parallel request) for the same SKU creates a duplicate line item for the same cart ID. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.3 is installed. The patch ID is MDVA-37234. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-3/mdva-40262-graphql-queries-dont-show-in-popular-search-terms-in-admin.md,"""MDVA-40262: GraphQL queries don't show in popular search terms in admin""",The MDVA-40262 Adobe Commerce quality patch fixes the issue where GraphQL search queries are not shown in popular search terms in the admin. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.3 is installed. The patch ID is MDVA-40262. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-3/mdva-40601-users-get-error-retrieving-info-about-category.md,'MDVA-40601: Unable to retrieve data about category changed by scheduled update via GraphQL',The MDVA-40601 Adobe Commerce quality patch fixes the issue where users get an error when getting information about category changed by scheduled update through GraphQL. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.3 is installed. The patch ID is MDVA-40601. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-4/overview.md,'Overview: [!DNL Quality Patches Tool] (QPT) v1.1.4',This sub-section provides a detailed description of the issues fixed by the patches available in [!DNL Quality Patches Tool] (QPT) v1.1.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-4/mc-42528-graphql-query-of-categorylist-shows-all-categories.md,'MC-42528: GraphQL query of categoryList shows all categories',"The MC-42528 patch solves the issue where the GraphQL query of `categoryList` returns both assigned and unassigned categories when the Browsing Category of a particular category is set to ""Deny"". This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.4 is installed. The patch ID is MC-42528. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.",Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-4/mdva-25631-unable-to-save-and-refresh-customer-segments.md,'MDVA-25631: Unable to save and refresh customer segments',The MDVA-25631 patch solves the issue where users are not able to save and refresh customer segments that contain a large number of customers. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.4 is installed. The patch ID is MDVA-25631. Please note that the issue was fixed in Adobe Commerce 2.4.2.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-4/mdva-26005-unable-to-select-category-in-tree-for-cart-price-rule-conditions.md,'MDVA-26005: Unable to select category in tree for Cart Price rule conditions',The MDVA-26005 patch solves the issue where users are not able to select a category in the category tree for Cart Price rule conditions. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.4 is installed. The patch ID is MDVA-26005. Please note that the issue was fixed in Adobe Commerce 2.3.6.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-4/mdva-29400-duplicated-orders-placed-with-paypal-express-checkout.md,'MDVA-29400: Duplicated orders placed with PayPal Express Checkout',The MDVA-29400 patch solves the issue where duplicated orders are created when customers place orders with PayPal Express Checkout. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.4 is installed. The patch ID is MDVA-29400. Please note that the issue was fixed in Adobe Commerce 2.4.1.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-4/mdva-37725-asynchronous-order-emails-sent-via-non-default-websites.md,"""MDVA-37725: Emails sent via non-default sites contain default site's logo URLs""",The MDVA-37725 patch fixes the issue where asynchronous order emails are sent via non-default websites containing logo URLs from the default website.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-4/mdva-39482-product-goes-out-of-stock-when-imported-with-0-quantity.md,"""MDVA-39482: Product goes out of stock if imported with '0' quantity with backorders enabled""","The MDVA-39482 fixes the issue where the product goes out of stock if imported with ""0"" quantity when MSI and backorders are enabled and the Out-of-Stock Threshold is set to a minus value. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.4 is installed. The patch ID is MDVA-39482. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.",Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-4/mdva-40101-items-remain-in-mini-cart-after-order-placement-using-paypal-express-checkout.md,'MDVA-40101: Items remain mini-cart after order placement PayPal Express Checkout',The MDVA-40101 patch fixes the issue where items are not removed from the mini-cart after a successful order placement using PayPal Express Checkout. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.4 is installed. The patch ID is MDVA-40101. Please note that the issue was fixed in Adobe Commerce 2.4.0.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-4/mdva-40399-partial-invoices-for-same-order-cannot-be-created-simultaneously-via-rest-api.md,"""MDVA-40399: Partial invoices for same order can't be created simultaneously via API""",The MDVA-40399 patch fixes the issue where partial invoices for the same order cannot be created simultaneously via Rest API. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.4 is installed. The patch ID is MDVA-40399. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.,Troubleshooting
help/tools/quality-patches-tool/patches-available-in-qpt/v1-1-4/mdva-40401-coupon-usage-value-changes-even-after-failed-order.md,'MDVA-40401: Coupon usage value changes after failed order',The MDVA-40401 patch fixes the issue where coupon usage value changes even after a failed order. This patch is available when the [Quality Patches Tool (QPT)](https://experienceleague.adobe.com/en/docs/commerce-operations/tools/quality-patches-tool/quality-patches-tool-to-self-serve-quality-patches) 1.1.4 is installed. The patch ID is MDVA-40401. Please note that the issue is scheduled to be fixed in Adobe Commerce 2.4.4.,Troubleshooting
